iteration,residual
1,1.1444317460265214
2,0.4756852366746884
3,0.19447590776526993
4,0.09883557904091667
5,0.05514403142028153
6,0.03254128278423314
7,0.019481122910117686
8,0.012706306983227863
9,0.008630386302135624
10,0.006146606390070306
11,0.004428067219901562
12,0.0032418814887939166
13,0.002388120731907094
14,0.0017707347629595295
15,0.0013192385281390467
16,0.0009872906188889343
17,0.0007425349137958461
18,0.000560149108490765
19,0.00042496735968347343
20,0.00032342961299622894
21,0.0002471043906307487
22,0.0001897965791867547
23,0.00014590680533011578
24,0.00011308781215273446
25,8.741859714739818e-05
26,6.83338763134475e-05
27,5.31035078871711e-05
28,4.182843622195104e-05
29,3.266441942567527e-05
30,2.5924050829460837e-05
31,2.034260673762482e-05
32,1.6257230702781464e-05
33,1.282066155168649e-05
34,1.0312779260553162e-05
35,8.164018405069835e-06
36,6.605550485943427e-06
37,5.248667915311739e-06
38,4.269536322201004e-06
39,3.4038438003572044e-06
40,2.7797328131294785e-06
41,2.2219213763629328e-06
42,1.8201375026929746e-06
43,1.4583305245602905e-06
44,1.1976988016314446e-06
45,9.615802451304694e-07
46,7.91662016350242e-07
47,6.368833545252718e-07
48,5.254454854325533e-07
49,4.2364890187108106e-07
50,3.5010033974256425e-07
51,2.829315551884394e-07
52,2.3413177472650368e-07
53,1.8969014027605183e-07
54,1.5717550711136238e-07
55,1.2763957238514626e-07
56,1.0590140739336516e-07
57,8.619595337644335e-08
58,7.160999040287708e-08
59,5.8417329710465576e-08
60,4.858243981662762e-08
61,3.973042410248759e-08
62,3.306700420231454e-08
63,2.711279294272536e-08
64,2.2578606938743944e-08
65,1.856280966278462e-08
66,1.5466991293567626e-08
67,1.274842462983602e-08
68,1.0627283870872316e-08
69,8.782938040335567e-09
70,7.324007202695138e-09
71,6.06797450687001e-09
72,5.061871675393367e-09
73,4.2042300665556995e-09
74,3.5094991130588542e-09
75,2.9211899122955752e-09
76,2.439899270378044e-09
77,2.034959395098318e-09
78,1.7012783632298575e-09
79,1.4210451828283342e-09
80,1.1893394957556827e-09
81,9.947192949544843e-10
82,8.334336274946566e-10
83,6.978126461123774e-10
84,5.852400099380774e-10
85,4.905548655696397e-10
86,4.117804135291628e-10
87,3.4548912531300353e-10
88,2.9026894736824485e-10
89,2.437403353794523e-10
90,2.04963087972361e-10
91,1.7225247495444397e-10
92,1.4495530636015253e-10
93,1.219177430876515e-10
94,1.0266318876026765e-10
95,8.641455391416848e-11
96,7.280878329634867e-11
97,6.133025092067033e-11
98,5.170273395968088e-11
99,4.3587386554841004e-11
100,3.6758263901678104e-11
101,3.101809211823922e-11
102,2.6167134674980335e-11
103,2.2097064879228136e-11
104,1.8649634696933678e-11
105,1.5757344742485128e-11
106,1.3304109066354187e-11
107,1.1246420940264227e-11
108,9.499797880273664e-12
109,8.033096005149229e-12
110,6.788235852618264e-12
111,5.74243080079686e-12
112,4.853900245318704e-12
113,4.1080751703308615e-12
114,3.473991431118037e-12
115,2.9409406073240968e-12
116,2.4878450422580193e-12
117,2.1065310653669807e-12
118,1.7826844167943634e-12
119,1.5096244573919979e-12
120,1.278016753123955e-12
121,1.0823429342275657e-12
122,9.16546084393216e-13
123,7.764611651318502e-13
124,6.575365151109202e-13
125,5.572227996098774e-13
126,4.718218009988752e-13
127,4.0010752108073625e-13
128,3.387336443313019e-13
129,2.8701664897653697e-13
130,2.43426930239649e-13
131,2.06140889695786e-13
132,1.7483977622773693e-13
133,1.4803287751811057e-13
134,1.2569651031086425e-13
135,1.0640127228464293e-13
136,9.015688702181165e-14
137,7.662746390655257e-14
138,6.472625017563512e-14
139,5.5096428099520924e-14
140,4.6603252182247865e-14
141,3.954544582736475e-14
142,3.360232885414079e-14
143,2.842432648900399e-14
144,2.4182906110266345e-14
145,2.03781394848491e-14
146,1.731695869738879e-14
147,1.4769689508479695e-14
148,1.2512087176004897e-14
149,1.0471638493397165e-14
150,9.019349320836108e-15
151,7.62696456179884e-15
152,6.416395926275385e-15
153,5.532862642041922e-15
154,4.608121731795818e-15
155,3.890830176951209e-15
156,3.5455743851596336e-15
157,2.726767369310479e-15
158,2.4302142656980107e-15
159,2.015210192793261e-15
160,1.729593212517084e-15
161,1.594956014298881e-15
162,1.1344096819742714e-15
163,1.1317406112648103e-15
164,9.137015582250838e-16
165,7.81955703298975e-16
166,6.026712723882322e-16
167,6.804637155140999e-16
168,5.190052556620187e-16
169,3.732043628573443e-16
170,3.0718610106233633e-16
171,2.595485270178495e-16
172,3.2013421665927767e-16
173,2.2034577190426424e-16
174,2.6617785147692665e-16
175,1.8623736980247924e-16
176,1.8186209879973113e-16
177,3.046661721089571e-16
178,1.687811896875583e-16
179,1.3576800486692903e-16
180,2.746847192591761e-16
181,1.2634645370351496e-16
182,8.155150812079203e-17
183,6.073165903364406e-17
184,4.8300020452498997e-17
185,4.067470109310457e-17
186,1.3157379609126713e-16
187,1.3738658590001412e-16
188,1.469812264433452e-16
189,1.4638782969005053e-16
190,1.5073101872366642e-16
191,1.4793139457571197e-16
192,1.4887346409199544e-16
193,1.4842987413531714e-16
194,1.487198664155111e-16
195,1.1186912951934953e-16
196,1.3119899683110465e-16
197,1.3732932618381142e-16
198,1.3240465232152677e-16
199,1.3738059276650504e-16
200,1.362104668050817e-16
201,1.3655624268084329e-16
202,1.346263027126943e-16
203,1.3519421080830656e-16
204,1.3667868777865649e-16
205,1.3718915558663626e-16
206,1.3719857804517369e-16
207,1.3842119744194651e-16
208,1.3747633168229335e-16
209,1.366925654556375e-16
210,1.3835719662695364e-16
211,1.3729773713508914e-16
212,1.3716432923333912e-16
213,1.3740528783391985e-16
214,1.3697319501407136e-16
215,1.3796632612678542e-16
216,1.3715762133127903e-16
217,1.3757943361275113e-16
218,1.3745396679973714e-16
219,1.3725871887740507e-16
220,1.3739371471601187e-16
221,1.3735982879405572e-16
222,1.374783339731408e-16
223,1.374444495507275e-16
224,1.3746816645758656e-16
225,1.3744444744166079e-16
226,1.3746138809046344e-16
227,1.374173409655954e-16
228,1.374715510676525e-16
229,1.3748171451114145e-16
230,1.3749187890225624e-16
231,1.3747832573322336e-16
232,1.3748849012583709e-16
233,1.3748848969299857e-16
234,1.3749187782300484e-16
235,1.3748171313575814e-16
236,1.374783250028148e-16
237,1.374817129377766e-16
238,1.374918773323962e-16
239,1.3748848906787692e-16
240,1.3748848906739295e-16
241,1.374884889778857e-16
242,1.3748848897757236e-16
243,1.3748848891721235e-16
244,1.3748848891700944e-16
245,1.3748848887630483e-16
246,1.3748848887617346e-16
247,1.3748848884872357e-16
248,1.374884888486385e-16
249,1.3748848883012704e-16
250,1.3748848883007196e-16
251,1.3748848881758826e-16
252,1.374884888175526e-16
253,1.3748848880913384e-16
254,1.3748848880911075e-16
255,1.3748848880343326e-16
256,1.374884888034183e-16
257,1.374884887995895e-16
258,1.374884887995798e-16
259,1.3748848879699766e-16
260,1.374884887969914e-16
261,1.3748848879525002e-16
262,1.3748848879524597e-16
263,1.3748848879407158e-16
264,1.3748848879406894e-16
265,1.3748848879327695e-16
266,1.3748848879327525e-16
267,1.3748848879274112e-16
268,1.3748848879274e-16
269,1.374884887923798e-16
270,1.3748848879237908e-16
271,1.3748848879213614e-16
272,1.374884887921357e-16
273,1.3748848879197185e-16
274,1.3748848879197153e-16
275,1.3748848879186104e-16
276,1.3748848879186085e-16
277,1.3748848879178632e-16
278,1.374884887917862e-16
279,1.3748848879173594e-16
280,1.3748848879173586e-16
281,1.3748848879170197e-16
282,1.3748848879170192e-16
283,1.3748848879167906e-16
284,1.3748848879167904e-16
285,1.374884887916636e-16
286,1.3748848879166358e-16
287,1.374884887916532e-16
288,1.3748848879165318e-16
289,1.3748848879164615e-16
290,1.3748848879164615e-16
291,1.3748848879164142e-16
292,1.3748848879164142e-16
293,1.3748848879163822e-16
294,1.3748848879163822e-16
295,1.3748848879163607e-16
296,1.3748848879163607e-16
297,1.3748848879163462e-16
298,1.3748848879163462e-16
299,1.3748848879163363e-16
300,1.3748848879163363e-16
301,1.37488488791633e-16
302,1.37488488791633e-16
303,1.3748848879163255e-16
304,1.3748848879163252e-16
305,1.3748848879163223e-16
306,1.3748848879163223e-16
307,1.3748848879163203e-16
308,1.3748848879163203e-16
309,1.374884887916319e-16
310,1.374884887916319e-16
311,1.374884887916318e-16
312,1.374884887916318e-16
313,1.3748848879163173e-16
314,1.3748848879163173e-16
315,1.374884887916317e-16
316,1.374884887916317e-16
317,1.3748848879163166e-16
318,1.3748848879163166e-16
319,1.3748848879163166e-16
320,1.3748848879163166e-16
321,1.3748848879163163e-16
322,1.3748848879163163e-16
323,1.3748848879163163e-16
324,1.3748848879163163e-16
325,1.374884887916316e-16
326,1.374884887916316e-16
327,1.374884887916316e-16
328,1.374884887916316e-16
329,1.374884887916316e-16
330,1.374884887916316e-16
331,1.374884887916316e-16
332,1.374884887916316e-16
333,1.374884887916316e-16
334,1.374884887916316e-16
335,1.374884887916316e-16
336,1.374884887916316e-16
337,1.374884887916316e-16
338,1.374884887916316e-16
339,1.374884887916316e-16
340,1.374884887916316e-16
341,1.374884887916316e-16
342,1.374884887916316e-16
343,1.374884887916316e-16
344,1.374884887916316e-16
345,1.374884887916316e-16
346,1.374884887916316e-16
347,1.374884887916316e-16
348,1.374884887916316e-16
349,1.374884887916316e-16
350,1.374884887916316e-16
351,1.374884887916316e-16
352,1.374884887916316e-16
353,1.374884887916316e-16
354,1.374884887916316e-16
355,1.374884887916316e-16
356,1.374884887916316e-16
357,1.374884887916316e-16
358,1.374884887916316e-16
359,1.374884887916316e-16
360,1.374884887916316e-16
361,1.374884887916316e-16
362,1.374884887916316e-16
363,1.374884887916316e-16
364,1.374884887916316e-16
365,1.374884887916316e-16
366,1.374884887916316e-16
367,1.374884887916316e-16
368,1.374884887916316e-16
369,1.374884887916316e-16
370,1.374884887916316e-16
371,1.374884887916316e-16
372,1.374884887916316e-16
373,1.374884887916316e-16
374,1.374884887916316e-16
375,1.374884887916316e-16
376,1.374884887916316e-16
377,1.374884887916316e-16
378,1.374884887916316e-16
379,1.374884887916316e-16
380,1.374884887916316e-16
381,1.374884887916316e-16
382,1.374884887916316e-16
383,1.374884887916316e-16
384,1.374884887916316e-16
385,1.374884887916316e-16
386,1.374884887916316e-16
387,1.374884887916316e-16
388,1.374884887916316e-16
389,1.374884887916316e-16
390,1.374884887916316e-16
391,1.374884887916316e-16
392,1.374884887916316e-16
393,1.374884887916316e-16
394,1.374884887916316e-16
395,1.374884887916316e-16
396,1.374884887916316e-16
397,1.374884887916316e-16
398,1.374884887916316e-16
399,1.374884887916316e-16
400,1.374884887916316e-16
401,1.374884887916316e-16
402,1.374884887916316e-16
403,1.374884887916316e-16
404,1.374884887916316e-16
405,1.374884887916316e-16
406,1.374884887916316e-16
407,1.374884887916316e-16
408,1.374884887916316e-16
409,1.374884887916316e-16
410,1.374884887916316e-16
411,1.374884887916316e-16
412,1.374884887916316e-16
413,1.374884887916316e-16
414,1.374884887916316e-16
415,1.374884887916316e-16
416,1.374884887916316e-16
417,1.374884887916316e-16
418,1.374884887916316e-16
419,1.374884887916316e-16
420,1.374884887916316e-16
421,1.374884887916316e-16
422,1.374884887916316e-16
423,1.374884887916316e-16
424,1.374884887916316e-16
425,1.374884887916316e-16
426,1.374884887916316e-16
427,1.374884887916316e-16
428,1.374884887916316e-16
429,1.374884887916316e-16
430,1.374884887916316e-16
431,1.374884887916316e-16
432,1.374884887916316e-16
433,1.374884887916316e-16
434,1.374884887916316e-16
435,1.374884887916316e-16
436,1.374884887916316e-16
437,1.374884887916316e-16
438,1.374884887916316e-16
439,1.374884887916316e-16
440,1.374884887916316e-16
441,1.374884887916316e-16
442,1.374884887916316e-16
443,1.374884887916316e-16
444,1.374884887916316e-16
445,1.374884887916316e-16
446,1.374884887916316e-16
447,1.374884887916316e-16
448,1.374884887916316e-16
449,1.374884887916316e-16
450,1.374884887916316e-16
451,1.374884887916316e-16
452,1.374884887916316e-16
453,1.374884887916316e-16
454,1.374884887916316e-16
455,1.374884887916316e-16
456,1.374884887916316e-16
457,1.374884887916316e-16
458,1.374884887916316e-16
459,1.374884887916316e-16
460,1.374884887916316e-16
461,1.374884887916316e-16
462,1.374884887916316e-16
463,1.374884887916316e-16
464,1.374884887916316e-16
465,1.374884887916316e-16
466,1.374884887916316e-16
467,1.374884887916316e-16
468,1.374884887916316e-16
469,1.374884887916316e-16
470,1.374884887916316e-16
471,1.374884887916316e-16
472,1.374884887916316e-16
473,1.374884887916316e-16
474,1.374884887916316e-16
475,1.374884887916316e-16
476,1.374884887916316e-16
477,1.374884887916316e-16
478,1.374884887916316e-16
479,1.374884887916316e-16
480,1.374884887916316e-16
481,1.374884887916316e-16
482,1.374884887916316e-16
483,1.374884887916316e-16
484,1.374884887916316e-16
485,1.374884887916316e-16
486,1.374884887916316e-16
487,1.374884887916316e-16
488,1.374884887916316e-16
489,1.374884887916316e-16
490,1.374884887916316e-16
491,1.374884887916316e-16
492,1.374884887916316e-16
493,1.374884887916316e-16
494,1.374884887916316e-16
495,1.374884887916316e-16
496,1.374884887916316e-16
497,1.374884887916316e-16
498,1.374884887916316e-16
499,1.374884887916316e-16
500,1.374884887916316e-16
501,1.374884887916316e-16
502,1.374884887916316e-16
503,1.374884887916316e-16
504,1.374884887916316e-16
505,1.374884887916316e-16
506,1.374884887916316e-16
507,1.374884887916316e-16
508,1.374884887916316e-16
509,1.374884887916316e-16
510,1.374884887916316e-16
511,1.374884887916316e-16
512,1.374884887916316e-16
513,1.374884887916316e-16
514,1.374884887916316e-16
515,1.374884887916316e-16
516,1.374884887916316e-16
517,1.374884887916316e-16
518,1.374884887916316e-16
519,1.374884887916316e-16
520,1.374884887916316e-16
521,1.374884887916316e-16
522,1.374884887916316e-16
523,1.374884887916316e-16
524,1.374884887916316e-16
525,1.374884887916316e-16
526,1.374884887916316e-16
527,1.374884887916316e-16
528,1.374884887916316e-16
529,1.374884887916316e-16
530,1.374884887916316e-16
531,1.374884887916316e-16
532,1.374884887916316e-16
533,1.374884887916316e-16
534,1.374884887916316e-16
535,1.374884887916316e-16
536,1.374884887916316e-16
537,1.374884887916316e-16
538,1.374884887916316e-16
539,1.374884887916316e-16
540,1.374884887916316e-16
541,1.374884887916316e-16
542,1.374884887916316e-16
543,1.374884887916316e-16
544,1.374884887916316e-16
545,1.374884887916316e-16
546,1.374884887916316e-16
547,1.374884887916316e-16
548,1.374884887916316e-16
549,1.374884887916316e-16
550,1.374884887916316e-16
551,1.374884887916316e-16
552,1.374884887916316e-16
553,1.374884887916316e-16
554,1.374884887916316e-16
555,1.374884887916316e-16
556,1.374884887916316e-16
557,1.374884887916316e-16
558,1.374884887916316e-16
559,1.374884887916316e-16
560,1.374884887916316e-16
561,1.374884887916316e-16
562,1.374884887916316e-16
563,1.374884887916316e-16
564,1.374884887916316e-16
565,1.374884887916316e-16
566,1.374884887916316e-16
567,1.374884887916316e-16
568,1.374884887916316e-16
569,1.374884887916316e-16
570,1.374884887916316e-16
571,1.374884887916316e-16
572,1.374884887916316e-16
573,1.374884887916316e-16
574,1.374884887916316e-16
575,1.374884887916316e-16
576,1.374884887916316e-16
577,1.374884887916316e-16
578,1.374884887916316e-16
579,1.374884887916316e-16
580,1.374884887916316e-16
581,1.374884887916316e-16
582,1.374884887916316e-16
583,1.374884887916316e-16
584,1.374884887916316e-16
585,1.374884887916316e-16
586,1.374884887916316e-16
587,1.374884887916316e-16
588,1.374884887916316e-16
589,1.374884887916316e-16
590,1.374884887916316e-16
591,1.374884887916316e-16
592,1.374884887916316e-16
593,1.374884887916316e-16
594,1.374884887916316e-16
595,1.374884887916316e-16
596,1.374884887916316e-16
597,1.374884887916316e-16
598,1.374884887916316e-16
599,1.374884887916316e-16
600,1.374884887916316e-16
601,1.374884887916316e-16
602,1.374884887916316e-16
603,1.374884887916316e-16
604,1.374884887916316e-16
605,1.374884887916316e-16
606,1.374884887916316e-16
607,1.374884887916316e-16
608,1.374884887916316e-16
609,1.374884887916316e-16
610,1.374884887916316e-16
611,1.374884887916316e-16
612,1.374884887916316e-16
613,1.374884887916316e-16
614,1.374884887916316e-16
615,1.374884887916316e-16
616,1.374884887916316e-16
617,1.374884887916316e-16
618,1.374884887916316e-16
619,1.374884887916316e-16
620,1.374884887916316e-16
621,1.374884887916316e-16
622,1.374884887916316e-16
623,1.374884887916316e-16
624,1.374884887916316e-16
625,1.374884887916316e-16
626,1.374884887916316e-16
627,1.374884887916316e-16
628,1.374884887916316e-16
629,1.374884887916316e-16
630,1.374884887916316e-16
631,1.374884887916316e-16
632,1.374884887916316e-16
633,1.374884887916316e-16
634,1.374884887916316e-16
635,1.374884887916316e-16
636,1.374884887916316e-16
637,1.374884887916316e-16
638,1.374884887916316e-16
639,1.374884887916316e-16
640,1.374884887916316e-16
641,1.374884887916316e-16
642,1.374884887916316e-16
643,1.374884887916316e-16
644,1.374884887916316e-16
645,1.374884887916316e-16
646,1.374884887916316e-16
647,1.374884887916316e-16
648,1.374884887916316e-16
649,1.374884887916316e-16
650,1.374884887916316e-16
651,1.374884887916316e-16
652,1.374884887916316e-16
653,1.374884887916316e-16
654,1.374884887916316e-16
655,1.374884887916316e-16
656,1.374884887916316e-16
657,1.374884887916316e-16
658,1.374884887916316e-16
659,1.374884887916316e-16
660,1.374884887916316e-16
661,1.374884887916316e-16
662,1.374884887916316e-16
663,1.374884887916316e-16
664,1.374884887916316e-16
665,1.374884887916316e-16
666,1.374884887916316e-16
667,1.374884887916316e-16
668,1.374884887916316e-16
669,1.374884887916316e-16
670,1.374884887916316e-16
671,1.374884887916316e-16
672,1.374884887916316e-16
673,1.374884887916316e-16
674,1.374884887916316e-16
675,1.374884887916316e-16
676,1.374884887916316e-16
677,1.374884887916316e-16
678,1.374884887916316e-16
679,1.374884887916316e-16
680,1.374884887916316e-16
681,1.374884887916316e-16
682,1.374884887916316e-16
683,1.374884887916316e-16
684,1.374884887916316e-16
685,1.374884887916316e-16
686,1.374884887916316e-16
687,1.374884887916316e-16
688,1.374884887916316e-16
689,1.374884887916316e-16
690,1.374884887916316e-16
691,1.374884887916316e-16
692,1.374884887916316e-16
693,1.374884887916316e-16
694,1.374884887916316e-16
695,1.374884887916316e-16
696,1.374884887916316e-16
697,1.374884887916316e-16
698,1.374884887916316e-16
699,1.374884887916316e-16
700,1.374884887916316e-16
701,1.374884887916316e-16
702,1.374884887916316e-16
703,1.374884887916316e-16
704,1.374884887916316e-16
705,1.374884887916316e-16
706,1.374884887916316e-16
707,1.374884887916316e-16
708,1.374884887916316e-16
709,1.374884887916316e-16
710,1.374884887916316e-16
711,1.374884887916316e-16
712,1.374884887916316e-16
713,1.374884887916316e-16
714,1.374884887916316e-16
715,1.374884887916316e-16
716,1.374884887916316e-16
717,1.374884887916316e-16
718,1.374884887916316e-16
719,1.374884887916316e-16
720,1.374884887916316e-16
721,1.374884887916316e-16
722,1.374884887916316e-16
723,1.374884887916316e-16
724,1.374884887916316e-16
725,1.374884887916316e-16
726,1.374884887916316e-16
727,1.374884887916316e-16
728,1.374884887916316e-16
729,1.374884887916316e-16
730,1.374884887916316e-16
731,1.374884887916316e-16
732,1.374884887916316e-16
733,1.374884887916316e-16
734,1.374884887916316e-16
735,1.374884887916316e-16
736,1.374884887916316e-16
737,1.374884887916316e-16
738,1.374884887916316e-16
739,1.374884887916316e-16
740,1.374884887916316e-16
741,1.374884887916316e-16
742,1.374884887916316e-16
743,1.374884887916316e-16
744,1.374884887916316e-16
745,1.374884887916316e-16
746,1.374884887916316e-16
747,1.374884887916316e-16
748,1.374884887916316e-16
749,1.374884887916316e-16
750,1.374884887916316e-16
751,1.374884887916316e-16
752,1.374884887916316e-16
753,1.374884887916316e-16
754,1.374884887916316e-16
755,1.374884887916316e-16
756,1.374884887916316e-16
757,1.374884887916316e-16
758,1.374884887916316e-16
759,1.374884887916316e-16
760,1.374884887916316e-16
761,1.374884887916316e-16
762,1.374884887916316e-16
763,1.374884887916316e-16
764,1.374884887916316e-16
765,1.374884887916316e-16
766,1.374884887916316e-16
767,1.374884887916316e-16
768,1.374884887916316e-16
769,1.374884887916316e-16
770,1.374884887916316e-16
771,1.374884887916316e-16
772,1.374884887916316e-16
773,1.374884887916316e-16
774,1.374884887916316e-16
775,1.374884887916316e-16
776,1.374884887916316e-16
777,1.374884887916316e-16
778,1.374884887916316e-16
779,1.374884887916316e-16
780,1.374884887916316e-16
781,1.374884887916316e-16
782,1.374884887916316e-16
783,1.374884887916316e-16
784,1.374884887916316e-16
785,1.374884887916316e-16
786,1.374884887916316e-16
787,1.374884887916316e-16
788,1.374884887916316e-16
789,1.374884887916316e-16
790,1.374884887916316e-16
791,1.374884887916316e-16
792,1.374884887916316e-16
793,1.374884887916316e-16
794,1.374884887916316e-16
795,1.374884887916316e-16
796,1.374884887916316e-16
797,1.374884887916316e-16
798,1.374884887916316e-16
799,1.374884887916316e-16
800,1.374884887916316e-16
801,1.374884887916316e-16
802,1.374884887916316e-16
803,1.374884887916316e-16
804,1.374884887916316e-16
805,1.374884887916316e-16
806,1.374884887916316e-16
807,1.374884887916316e-16
808,1.374884887916316e-16
809,1.374884887916316e-16
810,1.374884887916316e-16
811,1.374884887916316e-16
812,1.374884887916316e-16
813,1.374884887916316e-16
814,1.374884887916316e-16
815,1.374884887916316e-16
816,1.374884887916316e-16
817,1.374884887916316e-16
818,1.374884887916316e-16
819,1.374884887916316e-16
820,1.374884887916316e-16
821,1.374884887916316e-16
822,1.374884887916316e-16
823,1.374884887916316e-16
824,1.374884887916316e-16
825,1.374884887916316e-16
826,1.374884887916316e-16
827,1.374884887916316e-16
828,1.374884887916316e-16
829,1.374884887916316e-16
830,1.374884887916316e-16
831,1.374884887916316e-16
832,1.374884887916316e-16
833,1.374884887916316e-16
834,1.374884887916316e-16
835,1.374884887916316e-16
836,1.374884887916316e-16
837,1.374884887916316e-16
838,1.374884887916316e-16
839,1.374884887916316e-16
840,1.374884887916316e-16
841,1.374884887916316e-16
842,1.374884887916316e-16
843,1.374884887916316e-16
844,1.374884887916316e-16
845,1.374884887916316e-16
846,1.374884887916316e-16
847,1.374884887916316e-16
848,1.374884887916316e-16
849,1.374884887916316e-16
850,1.374884887916316e-16
851,1.374884887916316e-16
852,1.374884887916316e-16
853,1.374884887916316e-16
854,1.374884887916316e-16
855,1.374884887916316e-16
856,1.374884887916316e-16
857,1.374884887916316e-16
858,1.374884887916316e-16
859,1.374884887916316e-16
860,1.374884887916316e-16
861,1.374884887916316e-16
862,1.374884887916316e-16
863,1.374884887916316e-16
864,1.374884887916316e-16
865,1.374884887916316e-16
866,1.374884887916316e-16
867,1.374884887916316e-16
868,1.374884887916316e-16
869,1.374884887916316e-16
870,1.374884887916316e-16
871,1.374884887916316e-16
872,1.374884887916316e-16
873,1.374884887916316e-16
874,1.374884887916316e-16
875,1.374884887916316e-16
876,1.374884887916316e-16
877,1.374884887916316e-16
878,1.374884887916316e-16
879,1.374884887916316e-16
880,1.374884887916316e-16
881,1.374884887916316e-16
882,1.374884887916316e-16
883,1.374884887916316e-16
884,1.374884887916316e-16
885,1.374884887916316e-16
886,1.374884887916316e-16
887,1.374884887916316e-16
888,1.374884887916316e-16
889,1.374884887916316e-16
890,1.374884887916316e-16
891,1.374884887916316e-16
892,1.374884887916316e-16
893,1.374884887916316e-16
894,1.374884887916316e-16
895,1.374884887916316e-16
896,1.374884887916316e-16
897,1.374884887916316e-16
898,1.374884887916316e-16
899,1.374884887916316e-16
900,1.374884887916316e-16
901,1.374884887916316e-16
902,1.374884887916316e-16
903,1.374884887916316e-16
904,1.374884887916316e-16
905,1.374884887916316e-16
906,1.374884887916316e-16
907,1.374884887916316e-16
908,1.374884887916316e-16
909,1.374884887916316e-16
910,1.374884887916316e-16
911,1.374884887916316e-16
912,1.374884887916316e-16
913,1.374884887916316e-16
914,1.374884887916316e-16
915,1.374884887916316e-16
916,1.374884887916316e-16
917,1.374884887916316e-16
918,1.374884887916316e-16
919,1.374884887916316e-16
920,1.374884887916316e-16
921,1.374884887916316e-16
922,1.374884887916316e-16
923,1.374884887916316e-16
924,1.374884887916316e-16
925,1.374884887916316e-16
926,1.374884887916316e-16
927,1.374884887916316e-16
928,1.374884887916316e-16
929,1.374884887916316e-16
930,1.374884887916316e-16
931,1.374884887916316e-16
932,1.374884887916316e-16
933,1.374884887916316e-16
934,1.374884887916316e-16
935,1.374884887916316e-16
936,1.374884887916316e-16
937,1.374884887916316e-16
938,1.374884887916316e-16
939,1.374884887916316e-16
940,1.374884887916316e-16
941,1.374884887916316e-16
942,1.374884887916316e-16
943,1.374884887916316e-16
944,1.374884887916316e-16
945,1.374884887916316e-16
946,1.374884887916316e-16
947,1.374884887916316e-16
948,1.374884887916316e-16
949,1.374884887916316e-16
950,1.374884887916316e-16
951,1.374884887916316e-16
952,1.374884887916316e-16
953,1.374884887916316e-16
954,1.374884887916316e-16
955,1.374884887916316e-16
956,1.374884887916316e-16
957,1.374884887916316e-16
958,1.374884887916316e-16
959,1.374884887916316e-16
960,1.374884887916316e-16
961,1.374884887916316e-16
962,1.374884887916316e-16
963,1.374884887916316e-16
964,1.374884887916316e-16
965,1.374884887916316e-16
966,1.374884887916316e-16
967,1.374884887916316e-16
968,1.374884887916316e-16
969,1.374884887916316e-16
970,1.374884887916316e-16
971,1.374884887916316e-16
972,1.374884887916316e-16
973,1.374884887916316e-16
974,1.374884887916316e-16
975,1.374884887916316e-16
976,1.374884887916316e-16
977,1.374884887916316e-16
978,1.374884887916316e-16
979,1.374884887916316e-16
980,1.374884887916316e-16
981,1.374884887916316e-16
982,1.374884887916316e-16
983,1.374884887916316e-16
984,1.374884887916316e-16
985,1.374884887916316e-16
986,1.374884887916316e-16
987,1.374884887916316e-16
988,1.374884887916316e-16
989,1.374884887916316e-16
990,1.374884887916316e-16
991,1.374884887916316e-16
992,1.374884887916316e-16
993,1.374884887916316e-16
994,1.374884887916316e-16
995,1.374884887916316e-16
996,1.374884887916316e-16
997,1.374884887916316e-16
998,1.374884887916316e-16
999,1.374884887916316e-16
1000,1.374884887916316e-16
