dst,peertrust_score
1,0.7171398732485211
2,0.818395484051991
3,0.748811935882543
4,0.7786368888970764
5,0.7633272357460898
6,0.770564225054855
7,0.7167129626941526
8,0.7575075968773519
9,0.747803197998992
10,0.7081986055889761
11,0.6863908423831262
12,0.7266565827315311
13,0.7335222804043983
14,0.7595329315149083
15,0.7243608144302182
16,0.7343920696696999
17,0.7234493093861415
18,0.7684584028886657
19,0.7359333800859905
20,0.8445100650613394
21,0.7394412370653033
22,0.7223066590258591
23,0.7914735389751806
24,0.7395097186419155
25,0.7182126131852268
26,0.6866596408420506
27,0.7311061991118937
28,0.7954037896566213
29,0.7214905701539722
30,0.7161980826922172
31,0.7429718427928608
32,0.7449515926594577
33,0.6876658764832685
34,0.7409638107853125
35,0.7199529392916977
36,0.7244768111443899
37,0.7962283438626193
38,0.7525014862185135
39,0.7638099107957202
40,0.707831282660766
41,0.7203461300317535
42,0.7018071866381212
43,0.697404962621573
44,0.7511678918032618
45,0.7145504666860237
46,0.7481927260124863
47,0.7667031301547949
48,0.7218704894932009
49,0.7218704894932009
50,0.7188073898206697
51,0.700516308918983
52,0.7218346637660368
53,0.7815471945168144
54,0.7799619060898026
55,0.7973068265265199
56,0.795910868446406
57,0.7152244914158301
58,0.6801890698986299
59,0.7728054611907208
60,0.8132529630570503
61,0.7429718427928608
62,0.7401032256392203
63,0.7514267144035903
64,0.7311061991118937
65,0.7061579226544757
66,0.7358002999087598
67,0.6942523776916896
68,0.7624784394376154
69,0.6827308825664127
70,0.7063547885375688
71,0.8433734431702744
72,0.7137244200742229
73,0.6972333359542613
74,0.8132529630570503
75,0.6978858411139468
76,0.7710842908985366
77,0.7111052478904643
78,0.6922233975111862
79,0.6761373446311795
80,0.747696623987092
81,0.7290700827406035
82,0.7146768463228623
83,0.7049474069052446
84,0.6983033756861747
85,0.6650602008999877
86,0.7644370125287216
87,0.6883087492540466
88,0.722891522717378
89,0.6958445609830544
90,0.6887928659854263
91,0.7906626029721322
92,0.6946151536314942
93,0.718257602699959
94,0.8534136032080158
95,0.6465465434204932
96,0.7060800919565088
97,0.7096678973018163
98,0.7317504874565616
99,0.7263338633017465
100,0.7469879068079573
101,0.7669137628828594
102,0.7282069015608882
103,0.7018772342662914
104,0.7133797921553072
105,0.707831282660766
106,0.6890059825900009
107,0.7323041727527606
108,0.7304216427456841
109,0.7023214387376152
110,0.734551063406368
111,0.7576459228480212
112,0.7946069515583877
113,0.7018071866381212
114,0.7098664502359838
115,0.692771042604154
116,0.6857215685351015
117,0.673806295866198
118,0.707831282660766
119,0.7518071836260732
120,0.7460611228044736
121,0.7172439326961485
122,0.7172439326961485
123,0.7137641045012495
124,0.6669534882213904
125,0.6588855024767769
126,0.7445782683988994
127,0.7569407611062401
128,0.7101131372147981
129,0.8079375842135402
130,0.6818181407447997
131,0.7097138126678425
132,0.7250429855826083
133,0.6952132436944154
134,0.7931726429815675
135,0.722891522717378
136,0.704636686285121
137,0.7207400598521477
138,0.7502737773657636
139,0.7354417227645548
140,0.7021836926395365
141,0.7125051502645422
142,0.6705080790422057
143,0.7329316827551193
144,0.7866760688394996
145,0.6389844709733967
146,0.6901892871658776
147,0.8817085996780142
148,0.7028112026418953
149,0.6995724413393981
150,0.6838163052731954
151,0.7530120028306021
152,0.7159406426912495
153,0.700803170634347
154,0.6694961261530262
155,0.6821881712130212
156,0.6780969625489934
157,0.7307490392686539
158,0.7307490392686539
159,0.7203814827079428
160,0.9170012834470443
161,0.6833046059971407
162,0.7132529690811463
163,0.6917994142134049
164,0.7013768940650751
165,0.7530120028306021
166,0.6588855024767769
167,0.7128513626796367
168,0.7680722428872142
169,0.7286287570246588
170,0.7419149838415195
171,0.7496652828180217
172,0.6907630105966057
173,0.6852409225758479
174,0.6970739683346145
175,0.698348909291788
176,0.6949225054693843
177,0.6154922350409326
178,0.6887549785890574
179,0.7257601398710184
180,0.8378969922405973
181,0.717415071787701
182,0.7036144154449147
183,0.717415071787701
184,0.7289156187400229
185,0.6726907225286712
186,0.88353408332124
187,0.7670682268834401
188,0.6657398425025426
189,0.7567770628447551
190,0.6938866159416808
191,0.7146768463228623
192,0.7396251227802804
193,0.7292326764254252
194,0.7362784027676998
195,0.821467639451566
196,0.7071764896148264
197,0.6754289479935098
198,0.7362784027676998
199,0.6916554692666271
200,0.7981927230004383
201,0.7492469428164491
202,0.6963855002177409
203,0.692771042604154
204,0.7198794747060556
205,0.6894243225915735
206,0.7329316827551193
207,0.7260620995714017
208,0.759036098853247
209,0.722891522717378
210,0.7931726429815675
211,0.6841651911432328
212,0.722891522717378
213,0.9839356836986534
214,0.7019381452473091
215,0.7510039708230538
216,0.7262382427299585
217,0.6792687584154673
218,0.788152562962697
219,0.691566223399625
220,0.788152562962697
221,0.8810240433118045
222,0.6820137282780024
223,0.7299786945087249
224,0.7108433306720885
225,0.722891522717378
226,0.6701806825192359
227,0.7469879068079573
228,0.707831282660766
229,0.7341867027598371
230,0.7530120028306021
231,0.7389557787777642
232,0.7487090771001416
233,0.7304216427456841
234,0.7680722428872142
235,0.7680722428872142
236,0.7193479368217046
237,0.6970739683346145
238,0.7193479368217046
239,0.7128513626796367
240,0.8232931230947916
241,0.6852409225758479
242,0.7128513626796367
243,0.9999999397590397
244,0.6592082219065614
245,0.6819276697633933
246,0.7831324829438262
247,0.7128513626796367
248,0.7349397147626676
249,0.671256413951851
250,0.7309236507475712
251,0.722891522717378
252,0.6942053511809742
253,0.7038680615932366
254,0.7630521628683434
255,0.6591069765952564
256,0.6666666265060264
257,0.7401032256392203
258,0.6827308825664127
259,0.6827308825664127
260,0.6765523225431871
262,0.7309236507475712
263,0.789156578966471
264,0.7061579226544757
265,0.7460611228044736
266,0.7061579226544757
267,0.772179581084472
268,0.7269075867324746
269,0.7061579226544757
270,0.7530120028306021
271,0.9638553636231707
272,0.655563390699583
273,0.803212803019309
274,0.7314973741782992
275,0.7414272027870543
276,0.8605851460921167
277,0.6809847677772403
278,0.7087171791346845
279,0.7087171791346845
280,0.6884681168736934
281,0.6809847677772403
282,0.7965193629941479
283,0.7965193629941479
284,0.6994644826293148
285,0.7271944484478386
286,0.7367932827696353
287,0.7051735932390109
288,0.6509370424468983
289,0.7051735932390109
290,0.6783655955934815
291,0.7367932827696353
292,0.685599499720053
293,0.7321593627522162
294,0.9397589795325915
295,0.6698794777181037
296,0.6911857541771421
297,0.7831324829438262
298,0.7185885969869175
299,0.704066222646613
300,0.7502737773657636
301,0.7831324829438262
302,0.7502737773657636
303,0.7275254427347971
304,0.704066222646613
305,0.704066222646613
306,0.7275254427347971
307,0.8347675917093532
308,0.7502737773657636
309,0.6731272512259644
310,0.7502737773657636
311,0.7329316827551193
312,0.759036098853247
313,0.759036098853247
314,0.6894243225915735
315,0.6894243225915735
316,0.759036098853247
317,0.7329316827551193
318,0.7068272666569919
319,0.70030116263246
320,0.7068272666569919
321,0.7068272666569919
322,0.7906626029721322
323,0.7099827455259964
324,0.7279116027362488
325,0.9036144033967225
326,0.718257602699959
327,0.718257602699959
328,0.6708652388854456
329,0.7279116027362488
330,0.6909992496563172
331,0.696536102618307
332,0.6909992496563172
333,0.718257602699959
334,0.7906626029721322
335,0.7697456028935045
336,0.718257602699959
337,0.7028112026418953
338,0.8534136032080158
339,0.722891522717378
340,0.7056798197955356
341,0.6987951386267988
342,0.7630521628683434
343,0.8089500373265898
344,0.7630521628683434
345,0.71362368268254
346,0.6987951386267988
347,0.6827308825664127
348,0.71362368268254
349,0.7831324829438262
350,0.692771042604154
351,0.7056798197955356
352,0.7338444245767323
353,0.6839120778649704
354,0.8795180193061433
355,0.7178714426985073
356,0.7089897626651208
357,0.7013768940650751
358,0.7178714426985073
359,0.7283679736470551
360,0.6716867065248971
361,0.7409638107853125
362,0.6653887879557684
365,0.7043558426477017
366,0.7128513626796367
367,0.7496652828180217
368,0.7349397147626676
369,0.7128513626796367
370,0.6907630105966057
371,0.680368491969297
372,0.722891522717378
373,0.6907630105966057
374,0.7128513626796367
375,0.6626505624909299
376,0.680368491969297
378,0.8674698272608536
379,0.6867469465815091
380,0.7289156187400229
381,0.7429718427928608
382,0.668991716198977
383,0.6867469465815091
384,0.6814758625616949
385,0.7605421228589081
386,0.717415071787701
389,0.692771042604154
390,0.7831324829438262
391,0.692771042604154
392,0.7289156187400229
393,0.6768249060736236
394,0.855421635215564
395,0.6768249060736236
396,0.692771042604154
397,0.6867469465815091
398,0.6814758625616949
400,0.7831324829438262
401,0.6884681168736934
402,0.6950880026128635
403,0.6626505624909299
404,0.6693440025160907
405,0.722891522717378
406,0.6732813201779501
407,0.7745266314829051
408,0.6597819453372895
409,0.6884681168736934
410,0.7362784027676998
411,0.6884681168736934
412,0.6732813201779501
413,0.7028112026418953
416,0.6950880026128635
417,0.7028112026418953
419,0.6841651911432328
420,0.7931726429815675
422,0.6904540825954444
423,0.7659207800219839
424,0.6739457425333889
426,0.7931726429815675
427,0.7295849627425389
428,0.8313252511249848
429,0.8313252511249848
430,0.7931726429815675
431,0.678714818551316
432,0.6841651911432328
433,0.6977911226230247
434,0.7659207800219839
435,0.7064621699283467
436,0.7573149285610628
437,0.7379517627739901
438,0.7379517627739901
439,0.7009857189986697
440,0.7831324829438262
441,0.7108433306720885
442,0.7009857189986697
443,0.7009857189986697
444,0.6701806825192359
445,0.8192770590796951
446,0.8192770590796951
447,0.7009857189986697
448,0.7831324829438262
449,0.7108433306720885
451,0.7009857189986697
452,0.6746987545362194
453,0.7379517627739901
454,0.6858201625780254
455,0.7379517627739901
456,0.7108433306720885
457,0.7108433306720885
458,0.7379517627739901
459,0.7009857189986697
460,0.6858201625780254
462,0.6858201625780254
463,0.8192770590796951
464,0.8192770590796951
466,0.7048192346494435
467,0.6811862425606062
468,0.7730923229060849
469,0.6755593396823116
472,0.7161980826922172
473,0.6955092680689925
474,0.6955092680689925
475,0.7730923229060849
476,0.7048192346494435
477,0.7730923229060849
478,0.6664156225050829
479,0.7487090771001416
480,0.7487090771001416
481,0.8072288670344056
482,0.6955092680689925
483,0.7048192346494435
484,0.6877509625852832
485,0.7048192346494435
486,0.8072288670344056
487,0.6536144184569627
488,0.7730923229060849
489,0.7487090771001416
490,0.6955092680689925
491,0.6308567223714155
492,0.7048192346494435
493,0.7048192346494435
494,0.7048192346494435
495,0.8072288670344056
496,0.7304216427456841
497,0.7487090771001416
498,0.670682690521123
499,0.8072288670344056
500,0.7401032256392203
501,0.7630521628683434
502,0.7951806749891158
503,0.7095046426670563
504,0.722891522717378
505,0.6827308825664127
506,0.722891522717378
507,0.6591069765952564
508,0.722891522717378
509,0.6900328171393154
511,0.7630521628683434
512,0.7095046426670563
513,0.7630521628683434
514,0.6987951386267988
515,0.7630521628683434
516,0.6900328171393154
517,0.7095046426670563
518,0.6987951386267988
519,0.6666666265060264
520,0.7630521628683434
521,0.7630521628683434
522,0.6900328171393154
523,0.6987951386267988
525,0.7630521628683434
526,0.6765523225431871
528,0.7401032256392203
529,0.6777108025475419
530,0.692771042604154
531,0.6777108025475419
532,0.7530120028306021
534,0.715361402689072
535,0.6845563662096383
536,0.6499682550748355
537,0.715361402689072
539,0.7831324829438262
540,0.692771042604154
541,0.6588855024767769
542,0.6777108025475419
543,0.7831324829438262
544,0.7314973741782992
545,0.6777108025475419
546,0.7314973741782992
547,0.6719184025257681
548,0.715361402689072
549,0.692771042604154
550,0.692771042604154
551,0.7831324829438262
552,0.7314973741782992
553,0.6626505624909299
555,0.7530120028306021
557,0.7028112026418953
558,0.6845563662096383
561,0.707831282660766
562,0.7429718427928608
563,0.6790799152799613
564,0.707831282660766
565,0.7429718427928608
566,0.707831282660766
568,0.6790799152799613
569,0.7710842908985366
570,0.6961177626167344
571,0.7710842908985366
572,0.707831282660766
574,0.707831282660766
575,0.722891522717378
578,0.722891522717378
579,0.7710842908985366
580,0.6672844825083489
585,0.6626505624909299
586,0.707831282660766
587,0.6672844825083489
588,0.6726907225286712
589,0.722891522717378
591,0.6867469465815091
592,0.6867469465815091
593,0.6790799152799613
594,0.7710842908985366
595,0.7710842908985366
596,0.6867469465815091
597,0.6726907225286712
598,0.722891522717378
599,0.6726907225286712
601,0.7710842908985366
602,0.6867469465815091
603,0.707831282660766
604,0.7710842908985366
605,0.6961177626167344
607,0.759036098853247
608,0.759036098853247
609,0.6807228505588644
610,0.6894243225915735
611,0.70030116263246
612,0.6894243225915735
613,0.6513553824484708
614,0.6459169624280275
615,0.7142856712564569
616,0.7329316827551193
617,0.6807228505588644
619,0.6807228505588644
620,0.7329316827551193
621,0.7329316827551193
622,0.6676706425098006
623,0.6626505624909299
625,0.70030116263246
626,0.759036098853247
627,0.6894243225915735
629,0.70030116263246
630,0.759036098853247
632,0.6736034643502841
634,0.7142856712564569
635,0.7142856712564569
637,0.7142856712564569
638,0.7329316827551193
639,0.6736034643502841
640,0.7329316827551193
641,0.6484762189082363
642,0.7329316827551193
643,0.6894243225915735
645,0.6484762189082363
647,0.7142856712564569
649,0.6583476367604693
650,0.6583476367604693
651,0.759036098853247
654,0.6827308825664127
655,0.692771042604154
656,0.6506023704456403
657,0.692771042604154
658,0.7469879068079573
660,0.6746987545362194
661,0.7056798197955356
663,0.6827308825664127
664,0.6827308825664127
665,0.722891522717378
666,0.6626505624909299
667,0.7469879068079573
668,0.692771042604154
669,0.692771042604154
670,0.7056798197955356
671,0.7056798197955356
672,0.6827308825664127
675,0.7056798197955356
676,0.722891522717378
677,0.722891522717378
678,0.722891522717378
680,0.6580166424735108
681,0.6681270134206069
682,0.6626505624909299
683,0.7056798197955356
684,0.692771042604154
686,0.6746987545362194
687,0.6746987545362194
688,0.7469879068079573
689,0.692771042604154
690,0.7056798197955356
693,0.692771042604154
694,0.692771042604154
695,0.6746987545362194
696,0.692771042604154
697,0.6827308825664127
698,0.722891522717378
700,0.6827308825664127
701,0.6626505624909299
702,0.6746987545362194
703,0.6681270134206069
704,0.7056798197955356
705,0.6827308825664127
706,0.6746987545362194
707,0.6681270134206069
708,0.7056798197955356
710,0.7128513626796367
711,0.7128513626796367
712,0.7128513626796367
713,0.7128513626796367
715,0.6626505624909299
716,0.6413890471168893
717,0.7128513626796367
718,0.6760374425412516
720,0.6626505624909299
721,0.7349397147626676
725,0.6686746585135747
727,0.7349397147626676
728,0.7349397147626676
729,0.6852409225758479
730,0.7349397147626676
732,0.6852409225758479
733,0.7349397147626676
734,0.7349397147626676
735,0.6760374425412516
738,0.6970739683346145
739,0.6533827224560917
740,0.7349397147626676
741,0.7128513626796367
743,0.7128513626796367
744,0.7128513626796367
747,0.6686746585135747
748,0.6413890471168893
751,0.6970739683346145
752,0.6686746585135747
754,0.6497417852995482
757,0.6970739683346145
759,0.6392235224028666
761,0.7349397147626676
762,0.6686746585135747
766,0.6686746585135747
768,0.6777108025475419
769,0.6777108025475419
773,0.722891522717378
774,0.6777108025475419
775,0.6693440025160907
777,0.6454388595690875
778,0.7028112026418953
780,0.7028112026418953
784,0.7028112026418953
785,0.6571741115612527
787,0.6884681168736934
792,0.6487488024386726
793,0.722891522717378
796,0.6693440025160907
798,0.6098467578479938
799,0.6884681168736934
800,0.722891522717378
801,0.6297918569128672
803,0.7028112026418953
804,0.6884681168736934
807,0.6777108025475419
810,0.7028112026418953
812,0.6884681168736934
813,0.6571741115612527
815,0.6626505624909299
817,0.7028112026418953
822,0.6777108025475419
824,0.6526104024531886
825,0.6777108025475419
826,0.6777108025475419
830,0.7028112026418953
832,0.6884681168736934
839,0.7108433306720885
840,0.6798622654127723
841,0.6798622654127723
842,0.692771042604154
846,0.7108433306720885
848,0.692771042604154
850,0.6626505624909299
851,0.6701806825192359
853,0.6798622654127723
854,0.6798622654127723
857,0.6798622654127723
859,0.692771042604154
862,0.7108433306720885
863,0.6385541784003506
865,0.692771042604154
866,0.6798622654127723
869,0.7108433306720885
870,0.6798622654127723
871,0.7108433306720885
874,0.6701806825192359
876,0.6343018753255425
877,0.692771042604154
878,0.7108433306720885
879,0.692771042604154
881,0.7108433306720885
882,0.6626505624909299
883,0.6701806825192359
885,0.656626466468285
886,0.692771042604154
890,0.6701806825192359
891,0.7108433306720885
894,0.692771042604154
896,0.6798622654127723
897,0.692771042604154
900,0.6798622654127723
902,0.7108433306720885
904,0.6798622654127723
906,0.6626505624909299
909,0.6827308825664127
911,0.6626505624909299
912,0.6987951386267988
914,0.6987951386267988
915,0.6827308825664127
917,0.6987951386267988
918,0.6827308825664127
920,0.671256413951851
926,0.6462212097018986
931,0.6987951386267988
933,0.6827308825664127
934,0.6827308825664127
935,0.6987951386267988
937,0.6345381143852541
938,0.6987951386267988
939,0.6626505624909299
940,0.671256413951851
941,0.6368330081081663
943,0.6827308825664127
945,0.671256413951851
946,0.6325300823777058
949,0.6626505624909299
951,0.6626505624909299
954,0.6827308825664127
955,0.671256413951851
958,0.655957122465769
960,0.6626505624909299
961,0.6827308825664127
962,0.6827308825664127
964,0.6827308825664127
966,0.671256413951851
967,0.671256413951851
969,0.671256413951851
974,0.6987951386267988
975,0.6827308825664127
979,0.6987951386267988
980,0.6827308825664127
982,0.6987951386267988
983,0.6827308825664127
984,0.6827308825664127
986,0.6726907225286712
988,0.6726907225286712
990,0.6726907225286712
992,0.6867469465815091
994,0.6445782744229954
1001,0.6626505624909299
1004,0.6867469465815091
1008,0.6867469465815091
1009,0.6867469465815091
1011,0.6867469465815091
1012,0.6726907225286712
1018,0.6867469465815091
1020,0.6867469465815091
1021,0.6867469465815091
1022,0.6867469465815091
1025,0.6726907225286712
1029,0.6726907225286712
1030,0.6867469465815091
1032,0.6551204424626238
1033,0.6867469465815091
1034,0.6626505624909299
1035,0.6867469465815091
1038,0.6726907225286712
1039,0.6867469465815091
1040,0.6867469465815091
1041,0.6726907225286712
1043,0.6492636824406081
1045,0.6867469465815091
1051,0.6726907225286712
1053,0.6867469465815091
1059,0.6626505624909299
1060,0.6726907225286712
1063,0.6726907225286712
1064,0.6867469465815091
1065,0.6626505624909299
1066,0.6867469465815091
1068,0.6626505624909299
1083,0.6626505624909299
1087,0.6626505624909299
1095,0.6746987545362194
1098,0.6746987545362194
1099,0.6746987545362194
1101,0.6746987545362194
1103,0.6626505624909299
1104,0.6626505624909299
1106,0.6746987545362194
1111,0.6746987545362194
1117,0.6746987545362194
1120,0.6746987545362194
1127,0.6626505624909299
1129,0.6626505624909299
1132,0.6746987545362194
1134,0.6746987545362194
1136,0.6626505624909299
1137,0.6626505624909299
1139,0.6626505624909299
1140,0.6626505624909299
1144,0.6746987545362194
1145,0.6746987545362194
1147,0.6626505624909299
1148,0.6626505624909299
1149,0.6626505624909299
1150,0.6746987545362194
1154,0.6746987545362194
1156,0.6626505624909299
1157,0.6746987545362194
1162,0.6475903224343178
1164,0.6746987545362194
1166,0.6746987545362194
1167,0.6746987545362194
1173,0.6626505624909299
1176,0.6540447110300087
1179,0.6626505624909299
1180,0.6746987545362194
1184,0.6746987545362194
1186,0.6626505624909299
1187,0.6626505624909299
1190,0.6746987545362194
1191,0.6626505624909299
1192,0.6746987545362194
1194,0.6626505624909299
1195,0.6540447110300087
1202,0.6746987545362194
1210,0.6400602024060118
1222,0.6626505624909299
1235,0.6358768023902862
1241,0.6626505624909299
1248,0.6626505624909299
1249,0.6325300823777058
1257,0.6626505624909299
1269,0.6626505624909299
1276,0.6626505624909299
1284,0.6626505624909299
1285,0.6626505624909299
1288,0.6626505624909299
1292,0.6454388595690875
1298,0.6626505624909299
1314,0.6626505624909299
1322,0.6297918569128672
1324,0.6626505624909299
1327,0.6626505624909299
1328,0.6400602024060118
1331,0.6626505624909299
1335,0.6626505624909299
1336,0.6626505624909299
1337,0.6626505624909299
1342,0.6626505624909299
1346,0.6626505624909299
1348,0.6626505624909299
1349,0.6626505624909299
1351,0.6626505624909299
1367,0.6626505624909299
1370,0.6626505624909299
1376,0.6626505624909299
1388,0.6400602024060118
1401,0.6368330081081663
1472,0.6425702424154471
1502,0.6506023704456403
1517,0.6425702424154471
1611,0.6325300823777058
1638,0.6144577943097713
1691,0.6114457462984489
1760,0.6174698423210937
1762,0.6385541784003506
1794,0.6385541784003506
1811,0.6282271566472453
1826,0.6385541784003506
1856,0.6385541784003506
1883,0.6385541784003506
1921,0.6157964823148034
2257,0.6265059863550609
2280,0.6265059863550609
2293,0.6265059863550609
2336,0.6052115073912933
2369,0.6157964823148034
2408,0.6265059863550609
3133,0.6099397222927877
3254,0.6084336982871265
3369,0.6144577943097713
3516,0.6024096022644817
3774,0.6024096022644817
4934,0.6024096022644817
5342,0.6024096022644817
5389,0.6024096022644817
5533,0.6024096022644817
5679,0.6024096022644817
6369,0.6024096022644817
7327,0.5957161622393208
7328,0.5969331513348045
7334,0.5983935382493851
7335,0.5938037508035605
7341,0.596385506241837
7371,0.5851978993426393
7372,0.58902272221416
7373,0.58902272221416
7375,0.5783132181739025
7380,0.5851978993426393
7387,0.5662650261286128
7388,0.5722891221512576
7389,0.5765920478817181
7390,0.5798192421795636
7394,0.5622489621135163
7397,0.5622489621135163
7398,0.5722891221512576
7400,0.5689424021386772
7402,0.5421686420380335
7410,0.5421686420380335
7411,0.530120449992744
7412,0.530120449992744
7415,0.5742971541588059
7444,0.5120481619248094
7483,0.46987948976629573
7484,0.46987948976629573
7498,0.4991393847334277
7499,0.45783129772100606
7506,0.4457831056757165
7509,0.4969879218681974
7512,0.5522088020757748
7513,0.4733218303506642
7514,0.5020080018870681
7516,0.4216867215851372
7517,0.46471597888974303
7518,0.43172688162287853
7520,0.43172688162287853
7521,0.43172688162287853
7525,0.518999041950938
7536,0.40160640150965443
7550,0.5582328980984198
7551,0.3373493772681097
7552,0.5741332331785979
7553,0.44846048168578084
7556,0.35140560132094767
7558,0.34136544128320634
7560,0.4457831056757165
7562,0.4337349136304268
7563,0.265060224996372
7564,0.5834206039322317
7565,0.5644316055999817
7568,0.31124496116998224
7569,0.24096384090579268
7570,0.37650600141530105
7571,0.30120480113224085
7575,0.30120480113224085
7576,0.29116464109449947
7577,0.44949024168965174
7578,0.27108432101901675
7579,0.3975903374945579
7580,0.4618473617361026
7581,0.25100400094353403
7582,0.29259894967131966
7583,0.2861445610756288
7584,0.24096384090579268
7585,0.19793458360118685
7586,0.11044176041515501
7587,0.0
7588,0.431198452147208
7589,0.3775100174190752
7590,0.1731927606510385
7591,0.3933380344197498
7592,0.0
7593,0.08605851460921168
7594,0.1430722805378144
7595,0.5203793585518715
7596,0.14056224052837904
7597,0.0
7598,0.25364614832188703
7599,0.25364614832188703
7600,0.3915662414719131
7601,0.15060240056612043
7602,0.0708717179134684
7603,0.46443837077810035
7604,0.0841723005903796
